"a3","name","block_density","block_density_legend","transport_street_types","transport_street_types_legend","transport_rail_types","transport_rail_types_legend","transport_freight_types","transport_freight_types_legend","non_highways","non_highways_legend","car_free_areas","car_free_areas_legend","streets","streets_legend","parking_blocks","parking_blocks_legend"
"AFG","Afghanistan",36.2915949652569,36.2915949652569,0,0,0,0,NA,NA,0.531397982418317,0.531397982418317,0.0703288456136122,0.0703288456136122,0.230072789942036,0.230072789942036,0,0
"SYR","Syria",49.6397799489016,49.6397799489016,0,0,0,0,NA,NA,0.32468883108845,0.32468883108845,0.21380204301546,0.21380204301546,0.640327492358526,0.640327492358526,0,0
"TJK","Tajikistan",37.1856180008721,37.1856180008721,0,0,0,0,NA,NA,0.551081897924182,0.551081897924182,0.213433201553237,0.213433201553237,0.579541553709585,0.579541553709585,0,0
"TUR","Turkey",87.2799086332152,87.2799086332152,0.00318880649867497,0.00318880649867497,0.23663637104762,0.23663637104762,0.173607554403397,0.173607554403397,0.352036262871171,0.352036262871171,0.362047805295047,0.362047805295047,0.779077903817681,0.779077903817681,0.0190226236440502,0.0190226236440502
"TKM","Turkmenistan",58.2806241880516,58.2806241880516,0,0,0,0,NA,NA,0.227187698864558,0.227187698864558,0.284739018678163,0.284739018678163,0.61593074966149,0.61593074966149,0,0
"ARM","Armenia",44.7393022678401,44.7393022678401,0,0,0.145237397712662,0.145237397712662,NA,NA,0.446083688010699,0.446083688010699,0.405907928520263,0.405907928520263,0.73735862976237,0.73735862976237,0,0
"AZE","Azerbaijan",43.2503607066704,43.2503607066704,0.0100213936715441,0.0100213936715441,0.15770854362442,0.15770854362442,NA,NA,0.556604051789328,0.556604051789328,0.361156125109482,0.361156125109482,0.68555033386301,0.68555033386301,0.0128548122502255,0.0128548122502255
"KGZ","Kyrgyzstan",41.3228050080219,41.3228050080219,0,0,0,0,NA,NA,0.894600095729627,0.894600095729627,0.476492030077688,0.476492030077688,0.806193109277054,0.806193109277054,0,0
"UZB","Uzbekistan",36.6974277557771,36.6974277557771,0.00137923357856744,0.00137923357856744,0.0429285907596657,0.0429285907596657,NA,NA,0.646573055736803,0.646573055736803,0.0920703500423405,0.0920703500423405,0.379517312127354,0.379517312127354,0.00327096865626151,0.00327096865626151
"GEO","Georgia",69.4121232428054,69.4121232428054,0.0401835176449867,0.0401835176449867,0.348034576899606,0.348034576899606,NA,NA,0.503041169709668,0.503041169709668,0.675036603787877,0.675036603787877,0.821326008186638,0.821326008186638,0.0748531589281419,0.0748531589281419
"KAZ","Kazakhstan",45.2531772201583,45.2531772201583,0.00222254682370095,0.00222254682370095,0.042579022866753,0.042579022866753,NA,NA,0.631450575645658,0.631450575645658,0.247628987148504,0.247628987148504,0.557596004965415,0.557596004965415,0.0468935076942915,0.0468935076942915
"UKR","Ukraine",59.3545517187004,59.3545517187004,0.0152555538930188,0.0152555538930188,0.16103305830581,0.16103305830581,NA,NA,0.732078188540825,0.732078188540825,0.577239067263779,0.577239067263779,0.745868110199611,0.745868110199611,0.0680814554676563,0.0680814554676563
"MNG","Mongolia",39.7567668952897,39.7567668952897,0,0,0,0,NA,NA,0.71819886211416,0.71819886211416,0.270763246703831,0.270763246703831,0.52451907923409,0.52451907923409,0.0355336891286988,0.0355336891286988
"PRT","Portugal",60.3076758494812,60.3076758494812,0.00589352379052171,0.00589352379052171,0.267296321394883,0.267296321394883,0.521404668762638,0.521404668762638,0.393314381356744,0.393314381356744,0.691117911751534,0.691117911751534,0.819243045066902,0.819243045066902,0.12937010095508,0.12937010095508
"CAN","Canada",59.4348208700592,59.4348208700592,0.20312168330972,0.20312168330972,0.16240341494108,0.16240341494108,0.499818120102865,0.499818120102865,0.736164187641437,0.736164187641437,0.605681757562851,0.605681757562851,0.668585477486028,0.668585477486028,0.336492680853821,0.336492680853821
"DEU","Germany",68.789654337117,68.789654337117,0.371956378611905,0.371956378611905,0.383411177168009,0.383411177168009,0.455189410426085,0.455189410426085,0.726271863394214,0.726271863394214,0.829375843963153,0.829375843963153,0.831859986144643,0.831859986144643,0.623419825569228,0.623419825569228
"IRL","Ireland",65.0317171501566,65.0317171501566,0.223657887919051,0.223657887919051,0.100111994163541,0.100111994163541,0.635244940551493,0.635244940551493,0.748679683367909,0.748679683367909,0.798655057441087,0.798655057441087,0.884000069623814,0.884000069623814,0.345875406798438,0.345875406798438
"DNK","Denmark",94.3597068629422,94.3597068629422,0.785540552027179,0.785540552027179,0.605470791444928,0.605470791444928,0.740539356324555,0.740539356324555,0.855349231629459,0.855349231629459,0.853133036453446,0.853133036453446,0.760945433839205,0.760945433839205,0.935322160102379,0.935322160102379
"RUS","Russia",82.7685484120264,82.7685484120264,0.0165263610645074,0.0165263610645074,0.204497682633553,0.204497682633553,NA,NA,0.570282059315661,0.570282059315661,0.671148238840641,0.671148238840641,0.806358385790739,0.806358385790739,0.0416101929045098,0.0416101929045098
"LVA","Latvia",101.901020804435,101.901020804435,0.0107147478416766,0.0107147478416766,0,0,0.0130080168894934,0.0130080168894934,0.637705919509929,0.637705919509929,0.803237420655207,0.803237420655207,0.840680779137358,0.840680779137358,0.344054307040787,0.344054307040787
"SWE","Sweden",88.4521840455444,88.4521840455444,0,0,0.374237196950318,0.374237196950318,0.529291146608791,0.529291146608791,0.517231380709483,0.517231380709483,0.919675696733332,0.919675696733332,0.733573704449571,0.733573704449571,0.894850075394024,0.894850075394024
"FIN","Finland",114.919409076294,114.919409076294,0.810458600300072,0.810458600300072,0.289308315155803,0.289308315155803,0.7906836544842,0.7906836544842,0.5915147818482,0.5915147818482,0.959054318616647,0.959054318616647,0.666689897425387,0.666689897425387,0.9664031127953,0.9664031127953
